UniqueID ,Customer problems,Customer comments after the ticket is closed
250604.0004701,Huỷ tài khoản momo 0909470493,Liên hệ lại mình nhé
250604.0000197,"Trước đây tôi vẫn vô đc phần momo rewards bình thường, trong phần ưu đãi cũng hiện ra rất nhiều ưu đãi để thu thập.
Nhưng khoảng hơn 2 tuần nay, tôi ko thấy đc bất cứ ưu đãi nào hết, ngoại trừ những cái tôi thu thập sẵn trước đó.
Còn momo reward thìkhoi vô luôn.
Tôi tưởng lỗi app, nên xóa app cài lại vẫn như cũ.","Điểm tin cậy của tôi 384 điểm, mà ko có bất cứ ưu đãi nào tồn tại hết. Vậy xài momo làm chi nữa"
250604.0015751,"Thân gửi bộ phận CSKH của MoMo, 
Tôi là Huỳnh Long. Tôi đã viết mail với mục đích cần hỗ trợ đăng nhập lại vào tài khoản momo vì tài khoản đăng nhập liên kết với số điện thoại cũ (đã bị khoá) nhưng vẫn chưa nhận được phản hồi hỗ trợ hướng dẫn đăng nhập. Xin cảm ơn vì đã đọc yêu cầu của tôi, tôi rất mong được các bạn hỗ trợ. Chúc các bạn một ngày tốt lành.
Trân trọng,
Huỳnh Long",Cho tôi hỏi nếu điều chuyển tài khoản thì số dư trong các quỹ có được điều chuyển không?
250604.0016997,Momo Không nhận tiền từ khách ...... Lúc 3h21 phút ngày 4/6 và dưới đây là bill khách gửi ,Yêu cầu momo hoàn tiền cho khách và xin lỗi khách dùm ........ 
250604.0002548,"Nội dung KH: Mà mình đã Sài đâu số 0984890225 là sim việt theo mà cái này sim vina 
 Hỗ trợ thêm từ: 250603.0000558",Bán thẻ ko xài dc mà bắt bên mua thiệt là ko dc roi 
250604.0002337,15GB 3 ngày mà chưa dc 1 ngày thông báo hết dung lượng trong khi chỉ sài có 3 4 tiếng,"tệ
"
250604.0002873,"Mã giảm giá có nhưng ko được dùng. Mô tả cho người dùng nhất định? Cho mình hỏi nếu mình ko phải đối tượng hợp lệ thì add vào ưu đãi của mình làm gì? Rối mắt, khó hiểu, ko rõ ràng",Nói điều ai cũng biết. Đọc ko kĩ góp ý. Vớ vẩn
250604.0013942,"Tôi đã thanh toán lại cho quán bằng hình thức chuyển khoản ngân hàng, tôi bị momo tạm giữ 2 lần 42.000đ
",Đã xử lý xong ngày 26/06/2025
250604.0007481,hoàn xu giúp tôi,good good
250604.0011648,Tôi đã tất toán nhưng mo mo không thành công,Chậm trể 
250604.0000656,"Xin chào, em muốn đặt xe khách chuyến từ TPHCM đến Tân Châu An giang vào thứ 4 lúc 15h nhà xe Hiệp Thành hoặc Thiên Thiên Hương nhưng khi tới bước thanh toán và em nhập mã THU4XE thì hệ thống báo lỗi như hình đính kèm bên dưới. Em đã thử với cả 2 nhà xe nhưng vẫn báo lỗi như thế. Mong được hỗ trợ sớm. Cảm ơn","Theo như phản hồi là số lượng có hạn thì em  muốn biết mã THU4XE này bắt đầu áp được vào lúc mấy giờ? Và số lượng bao nhiêu? Vì khi nhập vào hệ thống, em không thấy thông báo hết khuyến mãi hay thông báo pop-up gì cả mà chỉ hiển thị lỗi hệ thống đang xử lý như hình nên em muốn biết thêm thông tin về thời gian có thể sử dụng mã này để có thể sử dụng mã vào thứ 4 tuần tiếp theo. Em cảm ơn."
250604.0005637,Tôi ko thể lấy được mã THU4XE cho dù hôm nay là thứ 4,"Hài lòng với hỗ trợ lần này nhưng không hài lòng với dịch vụ đc cung cấp, quá nhiều lỗi"
250604.0013018,"Tôi không đăng ký gì, sao lại trừ 540k
","Quá vô lý, trừ tiền không có lý do chính đáng. Bên google không đưa ra đơn hàng. Bên momo trừ tiền thì đổ lỗi cho google? Tôi không đăng ký game gì"
250604.0003706,nỗi chuyển tiền ,Thank 
250604.0004658,Mình đặt nhầm ngày muốn huỷ vé nhưng k được,Chưa thấy tiền hoàn về
250604.0009028,Xác nhận khuôn mặt sao không duyệt vậy ,Làm ăn như đầu c**
250604.0002753,Bên đối tác chưa cập nhật tiền,Xử lý chậm
250604.0016393,"Gói này sao tự gia hạn bên mb qua gia hạn vậy dùng thử 3 ngày mà mới nữa buổi tôi đã huỷ sao tự động gia hạn chi v
",Vấn đề đầu tiên là ap báo dùng thử 3 ngày miễn phí sau 3 ngày tính tiền gia hạn vấn đề thứ 2 là bên tk momo a hết tiền mà sao tự thực hiện lệnh bên mb bank chuyển qua momo để tự thanh toán gia hạn 
250604.0016061,"Ngày 3/6/2025 tôi đã đặt vé khứ hồi đi HQ với mã đặt chỗ là RRXVT8 cho một người Hàn Quốc tên là Lee Dongseok
Nhưng hôm nay người đi gặp phải tai nạn không thể đi chuyến bay đó được . Nhờ momo xử lý huỷ vé 2 chiều của chuyến bay đó giúp tôi .
Tôi gửi kèm ảnh mã đặt chỗ của 2 vé khứ hồi .
Mã giao dịch : 89499834523",Cảm ơn momo đã giải quyết nhanh chóng
250604.0014318,"Muốn hoàn tiền dịch vụ
",Em thấy rất hài lòng và cảm ơn vì mọi người đã hỗ trợ e ạ
250604.0008444,"Tôi nạp nhầm vào tiktok. Mong momo hỗ trợ hoàn tiền lại giúp e ạ
",Tôi muốn hoàn lại số tiền 113.000đ bên tiktok đã liên kết bên đây. 
250604.0015849,"Phát hiện giao dịch tự động không sử dụng, không có trên google play, chưa từng sử dụng dịch vụ này, bị trừ tiền nhiều lần liên tục nghi bị hack",Trả lời cũng như không
250604.0015564,Gửi tiền momo qua zalopay thành công mà bên zalopay khách hàng không nhận được tiền,"Đã hỗ trợ xong , nhưng thời gian giải quyết quá lâu"
250604.0014908,Đây là mã QR tạp hoá tối qua tôi quét.,"Ở đây bên dưới QR người nhận là BIDV ,
Mà MoMo quét gửi cho BVbank thì làm sao người nhận nhận tiền được , ngày hôm sau tôi mới nhận ra .
Và người nhận không dùng ngân hành BVbank . Tôi mua một món hàng mà phải trả tiền 3 lần , tôi rất búc xúc . Mối quan hệ giữa quán tạp hoá và tôi đi xuống . Tôi mất rất nhiều thời gian trong hai giao dịch liên tiếp này . MoMo nên xem lại phần quét mã QR."
250604.0000163,Chưa nhận được tiền,Chưa được sử lí
250604.0001002,Chuyển thành công mà người nhận không đc tiên ak xin kiêm tra dùm mình ak,Có 200k mà chyn gần cả 1 tuần rôi chưa có nhận đc nua
250604.0007724,"Tui có đơn từ Lazada và thanh toán bằng VietQR. Tui đã thanh toán thành công bằng ví điện tử MoMo ròi nhưng mãi từ tối qua đến giờ vẫn chưa thấy chuyển khoản thành công ở bên Lazada vậy.
Như trong ảnh chuyển khoản thành công từ tối hôm qua rồi.
Sang ảnh 2 khi tui làm mới trạng thái giao dịch thì nó lại thông báo như kia.
Rồi rốt cuộc là sao?🥲","May tiền về rùi, tưởng mất trắng luôn ấy chứ. 
Chung quy mấy vấn đề này tốn khá nhiều thời gian nhưng chung quy vẫn cảm ơn bên Momo vì đã giải quyết ổn thoả.(⁠✷⁠‿⁠✷⁠)"
250604.0003622,"Đăng ký qua nâu yêu cầu huỷ để đăng ký lại
","Vẫn chưa giải quyết
"
250613.0011184,"Tôi không có mua sản phẩm NORTON LIFELOCK ( thiết bị tôi cũng không có sản phẩm này! ), đề nghị MOMO xem lại và hoàn trả tiền lại cho tôi ngày!","MOMO nên thông báo khi có giao dịch để chủ TK biết.Giao dịch vừa giải quyết, năm vừa rồi đã xảy ra mà tôi không hay biết, mất tiền oan!"
250613.0009514,Tôi không hề mua gói này và app đã tự ý thanh toán của tôi đề nghị hoàn lại tiền,Tôi muốn được hoàn lại tiền 
250613.0012252,Tui chỉ mua 1 gói 129k. Nhưng tại sao lại trừ thêm 25k gói này. ???? Tui có kiểm tra thì trừ 25k nhưng ko cộng thêm sản phẩm gì cả. Trừ không chứ ko nhận được gì cả. Gói trong hộp thư là 129k. Còn 25k thì ko thấy gì cả nhưng vẫn trừ tiền tui,Tôi đã vào apple để kiểm tra và  tìm mục trừ tiền để hoàn lại tiền. Nhưng lịch sử mua sản phẩm bên apple không có. Chỉ có momo trừ tiền tự động của tôi. Việc hỗ trợ hoàn toàn không có tác dụng và ko trả tiền cho tui. Tui chỉ sử dụng 1 tài khoản apple này. 
250613.0009844,Em thanh toán một lần mà em bị trừ tiền hai lần liên tiếp,Tôi chỉ mua một cái gói trên 1 app thôi chứ không mua thêm gói trò chơi nào bện mình em lại vì trừ số tiền giống nhau ???
250613.0006547,testtttttt,Heiwiebsjoweubenwidbd ưidbeurb
250613.0002396,"Nội dung KH: Tôi thấy có chương trình khuyến mãi nhập mã TIETKIEM giảm 100k hóa đơn tiền điện bắt đầu từ 7/6, nhưng khi nhập tôi lại nhận thông báo hết hạn 
 Hỗ trợ thêm từ: 250613.0000931","Vấn đề ở lỗi hệ thống nhưng lại thông báo khuyến mãi hết hạn, xong gửi hỗ trợ thì nhân viên cũng bảo hết hạn luôn. Nay áp khuyến mãi lại thì được, nhưng hỗ trợ thế này thì chưa được. "
250613.0003501,Nhận cổ phiếu tặng VPB nhưng giờ vào momo không thấy nữa dù không có lịch sử bán hay thu hồi.,Có gửi kèm ảnh giao dịch đã nhận quà tặng rồi. Vấn đề là đã nhận cổ phiếu quy đổi về ví rồi nhưng giờ không thấy trong ví nữa dù không có giao dịch bán hay huỷ gì.
250613.0002444,Tôi k nhận đc tiền sau khi rút,Chưa thấy tiền trong tk
250613.0010039,Sao em ko nhận đc tiền,"Tôi cảm ơn momo đã giúp tôi . Tôi cảm thấy rất hài lòng về dịch vụ và khả năng sử lý . Tôi xin cảm ơn momo đã cho tôi trải nhiểm vui vẻ
"
250613.0010819,"Nội dung KH: Người nhận không dùng momo và chưa liên kết tài khoản ngân hàng. Nhưng sau 3 ngày tôi vẫn chưa nhận lại đc tiền hoàn theo như qui định đã nói. Mong momo kiểm tra lại lần nữa giúp tôi. 
 Hỗ trợ thêm từ: 250611.0008079",Cảm ơn MoMo
250613.0007204,không nhận được tiền chuyển vào tài khoản,tư vấn và giải quyết vấn đề nhanh tróng
250613.0007742,"Mã giao dịch:90694506371
Không nhận được xu sau khi hoàn thành nhiệm vụ nhận tiền qua qr từ momo","Vấn đề nhỏ nhưng xử lý rất chậm, 1 tuần mới có 1 câu trả lời, trong khi lúc trước nhanh hơn, 2-3 ngày có khi giải quyết trong ngày, cần phản hồi nhanh hơn nữa "
250613.0005408,Danh mục cổ phiểu sở hữu và lịch sử mua bán cổ phiếu.,Cổ phiếu được tặng đáng lẽ nên thuộc về khách hàng không nên bị thu hồi nếu chưa quy đổi khi tới hạn. Hơi thất vọng về vấn đề này.
250613.0009479,đồng bộ bước chân bị lỗi ko thể cập nhật được 4000 bước ,Aap liên tục lỗi
250613.0007159,Tôi muốn huỷ gói nạp 10k hàng ngày ,Tôi muốn giải quyết vấn đề tự nạp 10k
250613.0012244,Tôi chỉ mong rút được nguồn tiền về . để đóng tiền viện phí cho mẹ tôi . tôi xinh momo. Sử lý về Ngươn tiền dùm tôi . tôi xinh cảm ơn momo rất nhiều ,tôi rất hài lòng vệ momo. 5sao
250613.0008319,"Nội dung KH: Số điện thoại: 0976261913
Em gọi trao đổi trược tiếp với nhà mạng và nhân viên hỗ trợ đã kiểm tra và không thấy ạ 
 Hỗ trợ thêm từ: 250611.0002534","Em cảm ơn mọi người ạ, mn giải quyết cho em rất nhanh ạ, em cảm ơn 2 anh chị đã hỗ trợ cho em ạ. "
250613.0001508,"Nội dung KH: Sao của e lại thanh toán thành công r chị
Tiền có hoàn lại kh ạ
 Hỗ trợ thêm từ: 250613.0001299",Mình vẫn chưa biết là tiền mình thanh toán rồi mà vẫn chưa đổi đc vé
250613.0008317,Sim cũ bị hỏng không nhận được mã cần chuyển tiền lại vào tài khoản mới,Rất hài lòng
250613.0011547,Người nhận không nhận được tiền ,Người nhận vẫn chưa nhận đc
250613.0002518,"Mình mua vé ngày 24/05 ở rạp Galaxy trùng Quốc tang, bên bạn đã trả lời sẽ hoàn tiền nhưng 3 tuần mình vẫn chưa thấy tiền hoàn về","Mã giao dịch: 88017322137

Momo có thể kiểm tra lại mình mua từ vé từ 20/05 mà vé k may vào Quốc tang. Tại sao đến nay vẫn chưa hoàn tiền cho tôi. !!!!!"
250613.0007987,Giao dịch chưa nhận được tiền ,Hài lòng 
250613.0000664,tôii muốn huỷ vé nhưng tại sao không được?,em xin huỷ vé ạ
250613.0001183,Sao mh chuyển nhầm nhu vậy thj sao toi jo tien chu dc hoàn cha về vậy ,Su ly song rồi e ko thay tiền về tk là sao 
250613.0003614,Đặt mua mà sao không thấy khớp lệnh,"Tôi đặc lệnh 4h33p hôm trước mà đến 13h chiều khớp lệnh ,có vẻ như tôi đặt lệnh bán  chận quá"
250612.0005313,Tôi muốn hủy giao dịch google one vì tôi không đăng ký tiếp từ đầu tháng rồi ,Tôi không tìm ra tài khoản nào đã thực hiện việc thanh toán này và tôi đã rà soát hết tất cả các tài khoản của tôi rồi. Nhân viên Momo trả lời là các bạn chỉ là một đơn vị trung gian nên tôi cũng chẳng biết làm gì ngoài cách hủy hết các hình thức thanh toán tương tự để tránh mất tiền oan
250612.0008242,"Mong coi lại ạ
Chứ tui chờ hoài",Nhân viên nhiệt tình ❤️
250612.0009976,Giao dịch không nhận được. Đã gửi yêu cầu nhưng mà 5 ngày rồi chưa có kết quả. ,Tôi nhớ không nhầm thì đó không phải là giao dịch tôi cần kiểm tra vì nội dung giữa 2 cái hoàn toàn khác biệt 
250612.0001966,Giúp tôi xử lí giao dịch này ,Có cách nào gửi mã otp để nạp tiền vào momo mà k cần cập nhập sinh trắc học k ạ
250612.0008817,"Mua mới bảo hiểm y tế, lúc nhập thông tin sử dụng thông tin có sẵn trên momo k được,  báo lỗi, mã lỗi 110119",Mình vẫn chưa thể mua bảo hiểm y tế trên momo
250612.0011838,"Tôi có đơn hàng tiktok shop bị trừ tiền cả bên tài khoản ngân hàng và bên ví trả sau momo. Đã 10 giờ trôi qua 

","Nhưng tại sao thanh toán bằng nguồn ngân hàng ko thành công nhưng tài khoản ngân hàng vẫn bị trừ tiền và tiền lại vào ví momo. Lỗi bên momo dẫn đến thanh toán ko thành công, mà tôi lại phải chịu phí của ví trả sau 30k"
250612.0009007,Tôi không xác thực được khuôn mặt,Không giải quyết được vấn đề
250612.0005466,"Nội dung KH: Nhưng trên momo vẫn như này
 Hỗ trợ thêm từ: 250424.0005425","Kiểm tra trạng thái thẻ vẫn đang được phát hành
"
250612.0009844,Tôi tiền nhưng giao dịch hiện là đang xử lý thì đến bao giờ mới xử lý được cho tôi.tôi cần xử lý nhanh,Đến nay người nhận vẫn chưa nhận được tiền đề nghị hệ thống giải quyết sớm
250612.0011706,"Nội dung KH: Tôi vừa kiểm tra tài khoản ngân hàng thì vẫn chưa nhận được tiền nhé
 Hỗ trợ thêm từ: 250609.0002977",Ngân hàng không tìm được mã tra soát và yêu cầu cung cấp chứng từ báo có giao dịch. Momo làm việc tắc trách
250612.0001784,không vay được ví trả sau,làm thế nào để vay đc momo
250612.0004392,Em trễ hẹn thanh toán ví trả sau quá hai ngày. Do công ty trả lương trễ hơn so với quy định trên hợp đồng nên em không có tiền để đóng kịp. ( Hợp đồng công ty em là 5 hàng tháng sẽ trả lương nhưng đến tận hôm nay mới trả). Em lực bất tòng tâm nên mới có tiền nhận ngay hôm nay liền vào thanh toán liền thì không trả tối thiểu được nữa. Mong anh chị xem xét giúp giùm em.,Làm ăn rất chậm trễ. Xảy ra vụ việc không đáng có
250612.0009638,Hỗ trợ mở ví trả sao ,Ví trả sao chưa mở được
250612.0009394,Tài khoản tôi đã trừ tiền giao dịch thất bại nhưng tôi vẫn chưa nhận được tiền hoang về,"Tôi muốn hoan
 tiền"
250612.0002368,dạ em muốn liên kết với ngân hàng Agribank ạ bằng số đt mới ạ ,dạ em muốn đổi lại số đt này được không ạ 0792066769
250612.0007449,Mình liên kết thẻ tín dụng cake visa nhưng khong được ạ,Làm Việt nhanh gọn lẹ 
250612.0001951,Dao dịch khong thành công,Dịch vụ tốt nhưng tôi muốn nạp tiền vào momo lại k đc
250612.0011702,"Nội dung KH: Sao chưa hoàng trả lại z 
 Hỗ trợ thêm từ: 250611.0004741",Sao chưa hoàng trả lại 100
250612.0011052,"Số cũ ví momo là 0344112148 tôi bị mất ,số mới là 0377670934 tôi cam đoan thông tin là chính xác",Mong được trợ giúp sớm hơn nữa ạ
250612.0002313,"so tien 1.tr2 toi ko thanh toán mà vam bị trừ tièn va ben momo lịch sử giao dịch ko hiện lên! nhưnb bên lịch sử ngân hang đã trừ tiền tôi
",chưA co 1 bÁt kỳ sự giải quyết nào
250612.0012258,"Sao tổng nợ của tôi lại cộng thêm tiền vậy ?
Tôi cần 1 lời giải thích phía bên cho vay","Tôi vẫn chưa nhận được phản hồi của bên  vay nhanh
Yêu cầu gọi lại cho tôi"
250612.0002157,"12/6 khoảng 6:55p tôi có khách hàng có thanh toán 500.000 qua momo. Tuy nhiên khi thanh toán xong momo đã báo lỗi vì bảo trì không thể vào. Cả ngân hàng của khách hàng và ví momo của tôi đều chưa nhận được tiền. Xin hãy kiểm tra lại giúp tôi 
",Đã gọi điện tổng đài và họ yêu cầu nhắn tin qua cskh của momo giờ lại yêu cầu gọi tổng đài là sao????
250612.0001963,Tôi muốn huỷ momo cũ số 0867770393,Gọi lại sdt giúp e
250612.0010211,"Tôi vừa mua số điện thoại [0333373132] từ nhà mạng và đăng ký chính chủ. Tuy nhiên, khi đăng ký MoMo thì báo số này đã từng có tài khoản. Theo tôi được biết, người dùng trước đã mất. Kính đề nghị MoMo kiểm tra, nếu ví không hoạt động thời gian dài thì hỗ trợ huỷ để tôi đăng ký mới. Tôi sẵn sàng cung cấp giấy tờ xác minh.",Tôi thấy thông tin ví momo 0333373132 .vẫn còn mà chưa thấy xoá.
250612.0003719,làm sao để định danh mất 2,Ok
250612.0001201,Tôi xác thưc khuôn măt báo lỗi ,Ok
250612.0006159,"Nội dung KH: Số dư tài khoản của người thụ hưởng chưa được cập nhật
 Hỗ trợ thêm từ: 250607.0010612",Hỗ trợ quá nhiệt tình👍👍👍
250612.0002712,Chuyển ca tuần r ma k thấy qua tk ạ,Chưa nhận dc tiền ad oi
250612.0012378,Chưa được nhận tiền,Tôi muốn nhanh hơn
250612.0012519,"Nội dung KH: Vậy bao giờ e mới nhận lại số dư tk ạ
 Hỗ trợ thêm từ: 250610.0006483","Dạ cho e xin cái bản sao kê ck với ạ. Bên ngân hàng hưởng thụ vẫn báo là chưa nhận đc tiền ạ
"
250612.0002637,Chuyển tiền nhầm,"Chưa nhặn được tiền
"
250606.0006281,"Nội dung KH: Tôi rất hài lòng cách chăm sóc khách hàng của mo mo sử lý nhanh phản hồi khách hàng thật là tuyệt vời . 
 Hỗ trợ thêm từ: 250603.0003186",Tôi rất hài lòng với mo mo giải quyết khiếu nại của khách hàng rất nhanh và chu đáo... Tôi yêu mo mo rất nhiều... 
250606.0006619,Giao dịch này chuyển tiền thành công mà sao bên người nhận báo vẫn chưa nhận được ,Rất hài lòng
250606.0009808,Em Ck nhầm từ ngân hàng qua người nhận bên momo làm ơn hãy giúp em 🥲,"Ncc vấn đề nào giải quyết mà vẫn mất 6 triệu? Bảo làm qua loa cho đúng quy trình cty thì cãi, lý do này kia khách hàng có mỗi ý kiến cá nhân nhu cầu cần được hỗ trợ thì đéo care =)) mtfks"
250606.0006958,2 giao dịch chuyển khoản thành công mà người hưởng thụ không nhận được tiền ,OK
250606.0012939,Người nhận chưa nhận đc,Mình chuyển tiền bên kia chưa nhận được tra soát hỗ trợ giúp ạ
250606.0008496,Ngày 4/6/2025 tôi có chuyen khoảng tai khoảng này nhưng vẫn chưa nhận được tiền ,"Đến nay 5 ngày rồi 
"
250606.0005244,"Mình không chuyển được tiền, mình thử lại rất nhiều lần rồi mà vẫn không được",Vẫn giao dịch thất bại mặc dù đã quét xem có gì độc hại và hiện an toàn
250606.0011294,Giao dịch thất bại! Sao chưa thấy hoàn tiền về?,"Hot line gọi chờ nói cả buổi kh hỗ trợ được gì tốn tiền đt, bạn nhắn hỗ trợ ok, nhưng gửi phiếu yêu cầu 3-4 lần mới được hỗ trợ. Lỡ bận thì sao vào đợi chat đc??? Yêu cầu có phương thức hỗ trợ nhanh hơn, rất khó chịu số tổng đài nhưng phải đợi chat."
250606.0002356,E nạp tiền vào ví ngân hàng đã trừ tiền mà tiền chưa vào ví,Em rất hài lòng. Cảm ơn anh chị ạ
250606.0010454,Mới giao dịch 900.000 trừ tiền tk mình sao bên kia chưa nhận được ,Mạng giao dịch hay bị lỗi cần khắc phục 
250606.0005612,Sử lý chuyển tiền ,Tôi rất hài lòng 
250606.0001446,Tôi đã thanh toán bằng ứng dụng ngân hàng khác,Thời gian xử lý lâu
250606.0009691,"xử lí 3 ngày chưa hoàn hay giải quyết ntn với ạ
",quá lâu
250606.0003866,"Mh muốn hủy giao dịch ạ 
",Giải quyết quá lâu trong khi ở ngoài có ghi trong vòng 48 tiếng mà mh phải đợi đến 8 ngày 
250606.0013749,sao đống tiền điện bị treo nay 3 ngày rồi.mà vẫn còn bị treo.tiền trong tài khoản thì bị trừ,tốt
250606.0004761,Sao nay giao dịch lâu vậy ạ,Bên người nhận chưa nhận được ạ
250606.0001248,"Tôi thanh toán Momo cho giao dịch này nhưng bị treo và bên nhận tiền là Siêu thị Go đã set đơn hàng của tôi thành ""Thanh toán khi nhận hàng"" và tôi đã thanh toán bằng tiền mặt cho giao dịch này, xin hãy hoàn tiền giúp tôi.",Mặc dù thời gian chờ đợi giải quyết có hơi lâu nhưng cách giải quyết rất chuyên nghiệp và phản hồi hợp lý.
250606.0002813,Mình chuyển tiền từ 5h sáng 04/6 đến nay người nhận chưa nhận được tiền,Cũng nhanh
250606.0001012,Nguyễn Văn Luân ,01MMTTT0067663868
250606.0006428,giúp quét mã Sinh học ,Rất hài lòng 
250606.0000693,nguyên anh Đức ,Có 
250606.0010966,"Xóa tài khoản momo
","Yêu cầu xóa tài khoản MoMo luôn 
giúp mình
"
250606.0001957,Mình bị lừa đảo chuyển khoản muốn lấy lại tiền ,Rất tốt 
250606.0013456,tôi đã chọn ví trả sau làm nguồn thanh toán nhưng vì sao tôi không thể chọn ưu đãi? ,"Vấn đề của tôi vẫn chưa được giải quyết xong 
"
250606.0002453,Tôi muốn thanh toán không cần liên kết ngân hàng ,Không xác nhận được khuôn mặt 
250606.0009356,"Nội dung KH: Tôi nạp lần đầu 16h05 k được cộng tiền và đã kiểm tra tài khoản chính sau đó tôi nạp tiếp lúc 16h07 mới được cộng 100k . Tốn mất 200k để được 100k à ????
 Hỗ trợ thêm từ: 250605.0014286",Phải liên hệ viettel cho tôi luôn chứ
250606.0001899,Chưa cập nhật tiền hoàn trả trên ví trả sau,Đợi phản hồi từ CSKH đến nay vẫn chưa thấy phản hồi
250606.0002662,Tôi đóng tiền trước hạn mà tại sao trạng thái để là quá hạn thanh toán ???,Cảm ơn rất nhiều !!
250606.0013064,tôi đã thanh toán nhưng Momo vẫn nhắc nợ,Hệ thống vẫn chưa cập nhật thông tin của tôi
250606.0010329,Không có thông tin chi tiêu về khoản tiền này trên google. Và trong thời gian đó tôi cũng không tiến hành thanh toán khoảb này,Vấn đề vẫn chưa được giải quyết. Momo tiến hành đồng ý thanh toán không qua xác nhận của tôi
250606.0011352,Tieèn trong tk ngân hàng của tôi tự động bị trừ tiền.momo tự động nạp tiền rồi thanh toán google từ mommo của tôi là ntn? Có thể hỗ trợ lấy lại tiền của tôi ko? Tôi rất bức xúc,Tôi chưa nhậnn lại đc tiền
250606.0011907,"Tăng hạn mức ví trả sau, lịch sử tín dụng rất tốt, như cầu sử dụng nhiều hơn hạn mức được duyệt",Hỗ trợ tự động duyệt tăng hạn mức khi đủ điều kiện 
250606.0012233,Cái này phải đăng nhập gì vào mới được ạ,Cảm ơn Momo nhé xong rồi
250606.0002456,Tôi không có phát sinh nạp thẻ cào hay trả trước của Viettel. Mà đến hiện tại tôi có 1 hoá đơn cần thành toán. Tôi yêu cầu bên dịch vụ CSKH của MoMo kiểm tra và trả lời,Ngày 12/5 tôi không có nạp thẻ hay mua mã thẻ cào trị giá lên đến cả triệu đồng. Trên thực tế tôi chưa bao giờ nạp trong vòng 1 ngày nhiều như thế. Và thực tế tài khoản sim ví của tôi không nhận được tiền
250606.0011683,lỗi tài khoản e đủ điền kiện rồi nhưng chưa được mở ví trả sau á ad ,chưa giải được vấn đề...😔
250606.0011539,"Nội dung KH: e đủ điều kiện r mở e với ad
 Hỗ trợ thêm từ: 250606.0006767","chưa được xử lí
"
250606.0001792,"Mã giao dịch này trừ tiền vô cớ
Lịch sử mua hàng googleplay ko hiện ở tháng 6 và ứng dụng ShortTV của tôi không có thông báo gia hạn bởi vì hết hạn vào 6/6/2025 23h tối với giá 248k/1tuần
Tôi cần hoàn tiền và hủy giao dịch","Xin cám ơn
"
250606.0011869,Tôi bấm lỗi nên muốn được hoàn lại tiền ,Rất tuyệt vời 
250606.0006052,Mình tt ví ròi nhưng ko mở lại được quyền sử dụng ,"Mình liên hệ nhiều lần mà vẫn chưa không giải quyết được ,vì bên điện lực nói liên hệ với đối tác chuyển tiền"
250601.0004308,"Mua Vé cáp treo bà đen trên momo. Vé bị lỗi, liên hệ hổ trợ thì nhân viên thờ ơ, không xử lý được. Phải tự đi bộ
","Quá tệ
"
250601.0001671,"Nội dung KH: Là liên kết ví momo với tài khoản đã chuyển tiền đúng không ạ
 Hỗ trợ thêm từ: 250531.0009412",Hài lòng
250601.0001746,Tôi chưa nhận được tiền hoàn từ Xanh SM,Đã qua mấy ngày nhưng tôi vẫn chưa được giải quyết
250601.0006339,"Tôi đã chuyển tiền cho tài khoản momo của khách thông qua momo và tk ngân hàng tiền đã trừ nhưng trong lệnh của momo lại ko thấy chuyển khoản
89245461536","Tôi chưa được giải quyết vấn để tiền chuyển khoản từ momo thông qua tài khoản ngân hàng tài khoản ngân hàng đã trừ nhưng khách chưa nhận được tiền
Và tôi chưa được hoàn lại"
250601.0007218,Trừ tiền trong tài khoản ngân hàng của tui. Mà bên ngân hàng vay chưa nhận được tiền là sao. Trừ tiền mà ko mã giao dịch là sao,"Rất hài lòng về xử lý vấn đề thắc mắc của khách hàng 
"
250601.0001568,Nạp xong vô nạp game thì bị báo lỗi như này,Ko giúp ích đc gì
250601.0008534,Gửi tiền bị lỗi mà tiền không hoàn về ví,Chưa thấy hoàn trả về ví
250601.0001631,"Thanh toán nhưng vẫn bị khoá ví và số dư trong ví
",Giải quyết mở lại ví tôi còn tiền trobg ví
250601.0007301,Vấn đề hoàn trả tiền vé xem phim do rạp hoãn ngày quốc tang chưa được rạp hoàn trả,Làm việc quá chậm
250601.0002179,"Tôi muốn hủy gói này, tôi không cần dùng nữa ","Tôi có dùng áp metu gói dùng thử 7 ngày và gia hạn sau , nhưng hôm trước tự nhiên tôi bị trừ tiền vào ngân hàng , mà không phải là MoMo , tôi gửi yêu cầu này để được hoàn tiền lại . Xin cảm ơn"
250601.0002186,tôi nạp 2 lần tiền mà sao chỉ thanh toán 1 lần cho apple,"Tôi rất hài lòng về cách giải quyết của MoMo. Xin cảm ơn
"
250601.0004643,"Stk cũng như số điện thoại momo của người được giới thiệu là: 0792986646. Người được giới thiệu đã hoàn thành tất cả các bước trong nhiệm vụ nhưng tôi vẫn chưa nhận được tiền, nhiệm vụ vẫn để còn bước cuối cùng","Tôi muốn biết tài khoản người được giới thiệu vi phạm gì? Người đó là người nhà của tôi và tôi có quan sát quá trình thực hiện bấm vào link giới thiệu của tôi và lần lượt hoàn thiện các bước, sao lại bảo bị vi phạm ạ?"
250601.0007927,đăng ký khoản vay nhanh. đến bước xác thực khuôn mặt đã quét thành công nhưng vẫn báo là chưa xác thực và hoàn tất khoản vay,"lần này giải quyết vấn đề rất tốt ạ,, không có gì để phản ảnh nữa"
